postgis_fi,lat_y_dd,long_x_dd,lastsurvey,recentspec,recentstat,Nest_ID
311,40.102859,-104.77759,2012-01-09,Swainsons Hawk,INACTIVE NEST,"311"
312,40.091474,-104.762668,2012-01-09,Swainsons Hawk,INACTIVE NEST,"312"
313,40.099226,-104.760892,2012-01-09,Swainsons Hawk,INACTIVE NEST,"313"
314,40.134344,-104.631084,2012-01-09,Swainsons Hawk,INACTIVE NEST,"314"
315,40.210835,-104.588448,2012-01-09,Red-tail Hawk,ACTIVE NEST,"315"
316,40.076373,-104.774093,2012-01-25,Red-tail Hawk,INACTIVE NEST,"316"
317,40.075321,-104.775908,2014-08-12,Red-tail Hawk,ACTIVE NEST,"317"
318,40.147013,-104.652264,2015-08-05,Swainsons Hawk,ACTIVE NEST,"318"
319,40.358378,-104.632159,2012-01-25,Swainsons Hawk,ACTIVE NEST,"319"
320,40.353379,-104.639655,2012-01-25,Swainsons Hawk,ACTIVE NEST,"320"
321,40.255879,-104.629572,2012-01-25,Red-tail Hawk,ACTIVE NEST,"321"
322,40.211309,-104.64166,2012-01-25,Red-tail Hawk,ACTIVE NEST,"322"
323,40.203439,-104.616571,2014-08-11,Swainsons Hawk,ACTIVE NEST,"323"
324,40.344228,-104.878427,2012-02-02,Swainsons Hawk,ACTIVE NEST,"324"
325,40.155485,-104.62063,2012-02-02,Red-tail Hawk,FLEDGED NEST,"325"
326,40.313547,-104.93944,2012-02-02,Red-tail Hawk,INACTIVE NEST,"326"
327,40.3144,-104.943768,2012-02-02,Red-tail Hawk,ACTIVE NEST,"327"
328,40.315032,-104.944199,2012-02-02,Red-tail Hawk,INACTIVE NEST,"328"
329,40.085519,-104.82367,2012-02-02,Swainsons Hawk,INACTIVE NEST,"329"
330,40.188799,-104.789955,2012-01-26,Red-tail Hawk,INACTIVE NEST,"330"
331,40.152506,-104.885623,2015-06-15,Red-tail Hawk,ACTIVE NEST,"331"
332,39.985402,-104.958097,2012-02-22,Red-tail Hawk,INACTIVE NEST,"332"
333,40.277929,-104.791153,2012-02-15,Swainsons Hawk,ACTIVE NEST,"333"
334,40.029277,-104.93009,2012-02-21,Red-tail Hawk,ACTIVE NEST,"334"
335,40.119698,-104.857566,2014-06-27,Swainsons Hawk,FLEDGED NEST,"335"
336,40.153101,-104.859217,2012-02-20,Swainsons Hawk,INACTIVE NEST,"336"
337,40.127027,-104.855385,2012-02-20,Red-tail Hawk,INACTIVE NEST,"337"
339,40.174565,-104.799958,2012-02-16,Red-tail Hawk,INACTIVE NEST,"339"
340,40.083223,-104.834509,2012-02-23,Red-tail Hawk,ACTIVE NEST,"340"
341,40.21262,-104.985669,2014-05-23,Red-tail Hawk,INACTIVE NEST,"341"
342,40.106899,-104.582751,2012-02-23,Red-tail Hawk,INACTIVE NEST,"342"
343,40.196136,-104.983544,2012-02-28,Red-tail Hawk,ACTIVE NEST,"343"
344,40.084122,-105.04277,2012-02-28,Red-tail Hawk,INACTIVE NEST,"344"
345,40.154667,-104.697329,2012-02-27,Swainsons Hawk,ACTIVE NEST,"345"
346,40.188559,-104.79852,2015-05-21,Red-tail Hawk,ACTIVE NEST,"346"
347,40.264254,-104.644595,2012-03-20,Red-tail Hawk,INACTIVE NEST,"347"
349,40.114406,-104.914947,2012-03-07,Red-tail Hawk,FLEDGED NEST,"349"
350,40.116332,-104.918641,2012-03-07,Swainsons Hawk,ACTIVE NEST,"350"
351,40.000229,-104.936089,2014-08-11,Swainsons Hawk,ACTIVE NEST,"351"
352,40.21408,-104.731594,2012-03-12,Red-tail Hawk,INACTIVE NEST,"352"
353,40.191684,-104.918584,2014-07-11,Red-tail Hawk,INACTIVE NEST,"353"
354,40.192761,-104.880877,2015-06-03,Red-tail Hawk,INACTIVE NEST,"354"
355,40.265616,-104.690035,2012-03-12,Red-tail Hawk,ACTIVE NEST,"355"
356,40.268805,-104.679099,2012-03-12,Swainsons Hawk,ACTIVE NEST,"356"
357,40.042871,-104.834745,2012-03-12,Swainsons Hawk,ACTIVE NEST,"357"
358,40.183567,-104.949293,2012-03-13,Red-tail Hawk,INACTIVE NEST,"358"
359,40.046595,-104.847898,2012-03-13,Red-tail Hawk,FLEDGED NEST,"359"
360,40.278868,-104.863219,2012-03-16,Red-tail Hawk,INACTIVE NEST,"360"
363,40.364271,-104.69341,2012-03-20,Red-tail Hawk,ACTIVE NEST,"363"
364,40.148307,-104.868891,2015-05-25,Swainsons Hawk,ACTIVE NEST,"364"
365,40.256261,-104.64149,2012-03-21,Red-tail Hawk,ACTIVE NEST,"365"
366,40.118331,-104.76429,2012-03-21,Swainsons Hawk,ACTIVE NEST,"366"
367,40.062901,-104.944153,2012-03-22,Red-tail Hawk,INACTIVE NEST,"367"
368,40.058641,-104.947295,2014-06-27,Swainsons Hawk,INACTIVE NEST,"368"
369,40.056179,-104.952111,2012-03-22,Swainsons Hawk,INACTIVE NEST,"369"
370,40.057326,-104.991755,2015-03-16,Red-tail Hawk,INACTIVE NEST,"370"
372,40.184154,-104.79073,2012-03-23,Red-tail Hawk,INACTIVE NEST,"372"
373,40.220262,-104.794656,2012-03-23,Red-tail Hawk,INACTIVE NEST,"373"
374,40.08229,-105.056277,2012-03-27,Swainsons Hawk,FLEDGED NEST,"374"
375,40.040933,-104.888351,2012-03-26,Red-tail Hawk,INACTIVE NEST,"375"
376,40.174547,-104.660696,2012-03-26,Red-tail Hawk,INACTIVE NEST,"376"
377,40.246299,-104.817491,2012-03-28,Red-tail Hawk,ACTIVE NEST,"377"
378,40.088143,-105.056657,2012-03-28,Swainsons Hawk,INACTIVE NEST,"378"
379,40.052378,-105.056543,2012-03-28,Swainsons Hawk,FLEDGED NEST,"379"
380,40.152118,-104.833449,2015-05-13,Swainsons Hawk,COULD NOT SEE NEST,"380"
381,40.061601,-105.070819,2012-04-02,Red-tail Hawk,INACTIVE NEST,"381"
382,40.156484,-104.634434,2012-04-02,Red-tail Hawk,INACTIVE NEST,"382"
384,40.07692,-105.048404,2012-03-28,Red-tail Hawk,INACTIVE NEST,"384"
385,40.194885,-104.917294,2012-03-21,Red-tail Hawk,INACTIVE NEST,"385"
386,40.36621,-104.724344,2012-04-02,Red-tail Hawk,INACTIVE NEST,"386"
387,40.364475,-104.724588,2012-04-02,Swainsons Hawk,INACTIVE NEST,"387"
388,40.070181,-105.082313,2012-04-02,Swainsons Hawk,INACTIVE NEST,"388"
389,40.070443,-105.082199,2012-04-03,Red-tail Hawk,ACTIVE NEST,"389"
390,40.069743,-105.082893,2012-04-03,Red-tail Hawk,FLEDGED NEST,"390"
391,40.063128,-105.078256,2012-04-05,Swainsons Hawk,FLEDGED NEST,"391"
392,40.072526,-105.058164,2012-04-10,Swainsons Hawk,FLEDGED NEST,"392"
393,40.073476,-105.059253,2012-04-10,Swainsons Hawk,INACTIVE NEST,"393"
394,40.075617,-105.058242,2012-04-10,Swainsons Hawk,FLEDGED NEST,"394"
395,40.128348,-104.775117,2014-07-16,Swainsons Hawk,INACTIVE NEST,"395"
396,40.11526,-104.523864,2012-04-10,Red-tail Hawk,INACTIVE NEST,"396"
397,40.088083,-105.060019,2012-04-20,Swainsons Hawk,INACTIVE NEST,"397"
398,40.034287,-104.821529,2012-04-20,Red-tail Hawk,ACTIVE NEST,"398"
399,40.24872,-105.019012,2012-04-20,Swainsons Hawk,INACTIVE NEST,"399"
400,40.239242,-104.741844,2014-07-01,Red-tail Hawk,INACTIVE NEST,"400"
401,40.248357,-104.570674,2012-04-24,Red-tail Hawk,ACTIVE NEST,"401"
402,40.203174,-104.808378,2012-04-24,Red-tail Hawk,ACTIVE NEST,"402"
403,40.163827,-104.698141,2015-03-20,Red-tail Hawk,INACTIVE NEST,"403"
404,40.135424,-104.533612,2012-04-26,Swainsons Hawk,ACTIVE NEST,"404"
405,40.135394,-104.533934,2012-04-26,Red-tail Hawk,INACTIVE NEST,"405"
406,40.089825,-104.650531,2012-05-01,Swainsons Hawk,FLEDGED NEST,"406"
407,40.171205,-104.778215,2012-05-03,Swainsons Hawk,INACTIVE NEST,"407"
408,40.292164,-104.840259,2012-05-04,Swainsons Hawk,INACTIVE NEST,"408"
409,40.292875,-104.837499,2012-05-04,Red-tail Hawk,INACTIVE NEST,"409"
410,40.290282,-104.832042,2012-05-04,Red-tail Hawk,INACTIVE NEST,"410"
411,40.187981,-104.696635,2012-05-02,Red-tail Hawk,ACTIVE NEST,"411"
412,40.225609,-104.898646,2012-05-15,Red-tail Hawk,INACTIVE NEST,"412"
413,40.231662,-104.894256,2015-04-29,Swainsons Hawk,ACTIVE NEST,"413"
414,40.231724,-104.893405,2015-04-29,Red-tail Hawk,FLEDGED NEST,"414"
415,40.220341,-104.897814,2014-07-23,Red-tail Hawk,ACTIVE NEST,"415"
416,40.220561,-104.89822,2014-07-23,Swainsons Hawk,FLEDGED NEST,"416"
417,40.074834,-104.866516,2012-05-23,Swainsons Hawk,INACTIVE NEST,"417"
418,40.156999,-104.621248,2012-06-20,Swainsons Hawk,INACTIVE NEST,"418"
419,40.16984,-104.621656,2012-06-22,Red-tail Hawk,INACTIVE NEST,"419"
420,40.16545,-104.626297,2012-06-22,Swainsons Hawk,INACTIVE NEST,"420"
422,40.169939,-104.628483,2015-06-15,Swainsons Hawk,ACTIVE NEST,"422"
423,40.154704,-104.63367,2012-06-26,Red-tail Hawk,FLEDGED NEST,"423"
424,40.173603,-104.659021,2012-06-29,Swainsons Hawk,INACTIVE NEST,"424"
425,40.145475,-104.650133,2015-08-18,Red-tail Hawk,ACTIVE NEST,"425"
426,40.143885,-104.823773,2012-07-26,Swainsons Hawk,INACTIVE NEST,"426"
427,40.149272,-104.799008,2012-08-02,Red-tail Hawk,ACTIVE NEST,"427"
428,40.116684,-104.696935,2012-08-20,Red-tail Hawk,INACTIVE NEST,"428"
429,40.046318,-104.957099,2012-08-20,Red-tail Hawk,INACTIVE NEST,"429"
430,40.159847,-104.803209,2012-08-22,Swainsons Hawk,INACTIVE NEST,"430"
431,40.115587,-104.662464,2012-08-22,Swainsons Hawk,INACTIVE NEST,"431"
432,40.253886,-104.881135,2012-11-01,Red-tail Hawk,ACTIVE NEST,"432"
433,40.160526,-104.902249,2012-11-15,Red-tail Hawk,INACTIVE NEST,"433"
434,40.161518,-104.897589,2012-11-15,Red-tail Hawk,INACTIVE NEST,"434"
435,40.194807,-104.775235,2012-11-15,Swainsons Hawk,FLEDGED NEST,"435"
436,40.2614,-104.760508,2012-11-15,Swainsons Hawk,FLEDGED NEST,"436"
437,40.273219,-104.723507,2012-12-17,Swainsons Hawk,ACTIVE NEST,"437"
438,40.124142,-104.478172,2014-07-02,Red-tail Hawk,ACTIVE NEST,"438"
439,40.100542,-104.853529,2013-01-02,Swainsons Hawk,INACTIVE NEST,"439"
440,40.254487,-105.013128,2013-01-10,Red-tail Hawk,INACTIVE NEST,"440"
441,40.07284,-104.706793,2012-01-22,Swainsons Hawk,ACTIVE NEST,"441"
442,40.075815,-104.719874,2012-01-22,Swainsons Hawk,INACTIVE NEST,"442"
443,40.07728,-104.723581,2012-01-22,Swainsons Hawk,INACTIVE NEST,"443"
444,40.077568,-104.724635,2012-01-22,Swainsons Hawk,FLEDGED NEST,"444"
445,40.057277,-104.707944,2015-03-16,Red-tail Hawk,INACTIVE NEST,"445"
446,40.05776,-104.713706,2014-05-30,Red-tail Hawk,INACTIVE NEST,"446"
447,40.055376,-104.715741,2012-01-22,Red-tail Hawk,ACTIVE NEST,"447"
448,40.231099,-105.036718,2001-01-01,Red-tail Hawk,INACTIVE NEST,"448"
449,40.115536,-104.612293,2001-01-01,Red-tail Hawk,INACTIVE NEST,"449"
450,40.11469,-104.722833,2001-01-01,Red-tail Hawk,INACTIVE NEST,"450"
451,40.1098,-104.732706,2001-01-01,Red-tail Hawk,INACTIVE NEST,"451"
452,40.041956,-104.730136,2014-08-04,Red-tail Hawk,FLEDGED NEST,"452"
453,40.221081,-104.734608,2014-06-30,Red-tail Hawk,INACTIVE NEST,"453"
456,40.276135,-104.699309,2013-01-22,Red-tail Hawk,FLEDGED NEST,"456"
457,40.157993,-104.731947,2015-06-02,Swainsons Hawk,ACTIVE NEST,"457"
458,40.157239,-104.774645,2013-02-07,Swainsons Hawk,ACTIVE NEST,"458"
459,40.159647,-104.77995,2013-02-07,Swainsons Hawk,ACTIVE NEST,"459"
460,40.168107,-104.601595,2013-02-07,Swainsons Hawk,ACTIVE NEST,"460"
461,40.383361,-104.469869,2013-02-07,Swainsons Hawk,ACTIVE NEST,"461"
462,40.384095,-104.46962,2013-02-07,Red-tail Hawk,INACTIVE NEST,"462"
463,40.092503,-104.783367,2013-02-11,Swainsons Hawk,INACTIVE NEST,"463"
464,40.188537,-104.858553,2013-02-11,Swainsons Hawk,INACTIVE NEST,"464"
465,40.077373,-104.844303,2013-02-15,Swainsons Hawk,INACTIVE NEST,"465"
466,40.174122,-104.797219,2013-02-15,Red-tail Hawk,INACTIVE NEST,"466"
467,40.094807,-104.639638,2013-02-18,Swainsons Hawk,INACTIVE NEST,"467"
468,40.095102,-104.639069,2013-02-18,Red-tail Hawk,INACTIVE NEST,"468"
469,40.093728,-104.630483,2013-02-18,Swainsons Hawk,INACTIVE NEST,"469"
470,40.085874,-104.647813,2013-02-18,Swainsons Hawk,INACTIVE NEST,"470"
471,40.167399,-104.727734,2014-07-01,Swainsons Hawk,INACTIVE NEST,"471"
472,40.167323,-104.727519,2014-07-08,Swainsons Hawk,INACTIVE NEST,"472"
474,40.169617,-104.72899,2014-07-08,Red-tail Hawk,ACTIVE NEST,"474"
475,40.088617,-104.777281,2013-02-28,Swainsons Hawk,INACTIVE NEST,"475"
477,40.42535,-104.927347,2013-02-28,Red-tail Hawk,INACTIVE NEST,"477"
478,40.217809,-104.76229,2014-08-12,Swainsons Hawk,INACTIVE NEST,"478"
479,40.244873,-104.776036,2013-02-28,Red-tail Hawk,INACTIVE NEST,"479"
480,40.334324,-104.672058,2013-03-07,Red-tail Hawk,ACTIVE NEST,"480"
481,39.910257,-104.609313,2013-03-08,Red-tail Hawk,INACTIVE NEST,"481"
482,39.904092,-104.613772,2013-03-08,Swainsons Hawk,FLEDGED NEST,"482"
483,40.149496,-104.798867,2013-03-15,Swainsons Hawk,INACTIVE NEST,"483"
484,40.108005,-104.62784,2013-03-26,Red-tail Hawk,FLEDGED NEST,"484"
485,40.143427,-104.824443,2013-03-28,Red-tail Hawk,FLEDGED NEST,"485"
486,40.153413,-105.006099,2014-06-12,Red-tail Hawk,INACTIVE NEST,"486"
487,40.153448,-105.007037,2014-06-12,Red-tail Hawk,INACTIVE NEST,"487"
488,40.15353,-105.011743,2014-06-12,Red-tail Hawk,INACTIVE NEST,"488"
489,40.147126,-104.834183,2013-04-01,Red-tail Hawk,ACTIVE NEST,"489"
490,40.047249,-104.912561,2015-05-22,Red-tail Hawk,INACTIVE NEST,"490"
491,40.186283,-104.833181,2013-04-08,Swainsons Hawk,ACTIVE NEST,"491"
492,40.428188,-104.877336,2013-04-18,Red-tail Hawk,ACTIVE NEST,"492"
493,40.43107,-104.878834,2013-04-18,Swainsons Hawk,INACTIVE NEST,"493"
494,40.002751,-104.637966,2015-03-31,Swainsons Hawk,FLEDGED NEST,"494"
495,40.426404,-104.862143,2013-04-29,Red-tail Hawk,INACTIVE NEST,"495"
496,40.113644,-104.879604,2014-08-08,Swainsons Hawk,INACTIVE NEST,"496"
497,40.114793,-104.874733,2014-06-27,Swainsons Hawk,FLEDGED NEST,"497"
498,40.217682,-104.842382,2013-05-10,Red-tail Hawk,INACTIVE NEST,"498"
499,40.086938,-104.844586,2013-05-10,Red-tail Hawk,ACTIVE NEST,"499"
500,40.073798,-104.854342,2013-05-10,Red-tail Hawk,INACTIVE NEST,"500"
501,40.264797,-104.644643,2013-05-12,Red-tail Hawk,ACTIVE NEST,"501"
502,40.081288,-104.705919,2014-04-04,Red-tail Hawk,INACTIVE NEST,"502"
503,40.256159,-105.041811,2013-05-15,Red-tail Hawk,INACTIVE NEST,"503"
504,40.252492,-105.035065,2013-05-15,Red-tail Hawk,INACTIVE NEST,"504"
505,39.774086,-104.578664,2013-05-20,Red-tail Hawk,INACTIVE NEST,"505"
506,40.286377,-104.981243,2013-05-22,Red-tail Hawk,ACTIVE NEST,"506"
507,40.275576,-104.995183,2013-05-22,Red-tail Hawk,INACTIVE NEST,"507"
508,40.122197,-105.046264,2013-05-30,Red-tail Hawk,INACTIVE NEST,"508"
509,40.110208,-104.921951,2015-05-25,Swainsons Hawk,ACTIVE NEST,"509"
510,40.181907,-104.735009,2013-06-05,Red-tail Hawk,INACTIVE NEST,"510"
511,40.181594,-104.734128,2013-06-05,Swainsons Hawk,ACTIVE NEST,"511"
512,40.205062,-104.941363,2014-06-26,Red-tail Hawk,INACTIVE NEST,"512"
513,40.102755,-104.661643,2013-06-25,Red-tail Hawk,FLEDGED NEST,"513"
514,40.188867,-104.781752,2013-07-05,Red-tail Hawk,FLEDGED NEST,"514"
515,40.217306,-104.752947,2014-06-26,Red-tail Hawk,ACTIVE NEST,"515"
516,38.716288,-102.780064,2013-07-17,Swainsons Hawk,ACTIVE NEST,"516"
517,40.17215,-104.912054,2013-08-14,Red-tail Hawk,ACTIVE NEST,"517"
518,40.191213,-104.985276,2013-08-07,Swainsons Hawk,FLEDGED NEST,"518"
519,39.706215,-104.490168,2013-09-03,Swainsons Hawk,INACTIVE NEST,"519"
520,39.720095,-104.501319,2013-09-03,Red-tail Hawk,ACTIVE NEST,"520"
521,39.722349,-104.507234,2014-04-30,Swainsons Hawk,INACTIVE NEST,"521"
522,39.721994,-104.506153,2014-03-19,Swainsons Hawk,FLEDGED NEST,"522"
523,40.017505,-104.890439,2013-09-10,Red-tail Hawk,ACTIVE NEST,"523"
524,39.663377,-104.492027,2014-06-25,Red-tail Hawk,INACTIVE NEST,"524"
525,39.665841,-104.49571,2014-06-25,Swainsons Hawk,INACTIVE NEST,"525"
526,40.253831,-104.742982,2014-08-05,Red-tail Hawk,INACTIVE NEST,"526"
527,39.951494,-104.678279,2013-09-20,Red-tail Hawk,ACTIVE NEST,"527"
528,40.018512,-104.840555,2013-09-23,Swainsons Hawk,INACTIVE NEST,"528"
529,40.155501,-104.841323,2015-07-30,Red-tail Hawk,INACTIVE NEST,"529"
530,40.0882,-104.72628,2013-09-25,Swainsons Hawk,INACTIVE NEST,"530"
531,40.202935,-104.906966,2013-10-28,Swainsons Hawk,INACTIVE NEST,"531"
532,40.198874,-104.905752,2013-10-28,Swainsons Hawk,INACTIVE NEST,"532"
533,40.091995,-104.727442,2012-01-04,Red-tail Hawk,INACTIVE NEST,"533"
534,40.175777,-104.971375,2012-02-09,Swainsons Hawk,INACTIVE NEST,"534"
535,40.253274,-104.882798,2013-11-01,Red-tail Hawk,INACTIVE NEST,"535"
536,40.246571,-104.887487,2013-11-01,Red-tail Hawk,FLEDGED NEST,"536"
537,39.997766,-104.892051,2013-11-11,Red-tail Hawk,ACTIVE NEST,"537"
538,40.001643,-104.89007,2013-11-11,Red-tail Hawk,INACTIVE NEST,"538"
539,40.002373,-104.89277,2013-11-11,Swainsons Hawk,INACTIVE NEST,"539"
540,40.009434,-104.88601,2013-11-11,Swainsons Hawk,INACTIVE NEST,"540"
541,40.097691,-104.886646,2013-11-12,Red-tail Hawk,INACTIVE NEST,"541"
542,40.080442,-104.763974,2014-08-14,Swainsons Hawk,INACTIVE NEST,"542"
543,40.08038,-104.765508,2014-06-26,Red-tail Hawk,INACTIVE NEST,"543"
544,40.080478,-104.765846,2014-06-26,Red-tail Hawk,ACTIVE NEST,"544"
545,40.115528,-104.750983,2013-11-18,Swainsons Hawk,ACTIVE NEST,"545"
546,40.046762,-104.727475,2014-08-25,Red-tail Hawk,FLEDGED NEST,"546"
547,40.163024,-104.907662,2001-01-01,Red-tail Hawk,ACTIVE NEST,"547"
548,40.179115,-104.883909,2001-01-01,Red-tail Hawk,INACTIVE NEST,"548"
549,40.058711,-104.696613,2015-04-09,Swainsons Hawk,INACTIVE NEST,"549"
550,40.053399,-104.707708,2013-12-13,Swainsons Hawk,INACTIVE NEST,"550"
551,40.054514,-104.714975,2013-12-13,Red-tail Hawk,INACTIVE NEST,"551"
552,40.055445,-104.743379,2014-07-28,Red-tail Hawk,INACTIVE NEST,"552"
553,40.05418,-104.724117,2013-12-13,Swainsons Hawk,ACTIVE NEST,"553"
554,40.053319,-104.718144,2014-03-12,Red-tail Hawk,INACTIVE NEST,"554"
555,40.204087,-104.781522,2015-06-03,Swainsons Hawk,ACTIVE NEST,"555"
556,40.519546,-104.425077,2014-01-09,Swainsons Hawk,INACTIVE NEST,"556"
557,40.506102,-104.426284,2014-01-21,Red-tail Hawk,INACTIVE NEST,"557"
558,40.220369,-105.005604,2014-01-14,Red-tail Hawk,INACTIVE NEST,"558"
559,40.218537,-105.004401,2014-01-14,Swainsons Hawk,ACTIVE NEST,"559"
560,40.006685,-104.924118,2014-06-30,Swainsons Hawk,FLEDGED NEST,"560"
562,40.069075,-105.080478,2014-01-24,Swainsons Hawk,ACTIVE NEST,"562"
563,40.171607,-104.994224,2014-01-27,Red-tail Hawk,FLEDGED NEST,"563"
564,40.174858,-104.997134,2014-01-27,Swainsons Hawk,ACTIVE NEST,"564"
565,40.361603,-104.690793,2012-02-21,Swainsons Hawk,FLEDGED NEST,"565"
566,40.317102,-104.892519,2008-06-03,Swainsons Hawk,ACTIVE NEST,"566"
568,40.043829,-104.834488,2008-04-25,Red-tail Hawk,ACTIVE NEST,"568"
570,40.19478,-104.924198,2014-07-02,Swainsons Hawk,INACTIVE NEST,"570"
571,40.153918,-104.869539,2015-07-27,Swainsons Hawk,ACTIVE NEST,"571"
572,40.154659,-104.872059,2015-07-27,Red-tail Hawk,INACTIVE NEST,"572"
573,40.154672,-104.883844,2015-06-15,Swainsons Hawk,FLEDGED NEST,"573"
576,40.081966,-105.042336,2008-04-25,Swainsons Hawk,ACTIVE NEST,"576"
578,40.233321,-104.75046,2008-06-03,Swainsons Hawk,FLEDGED NEST,"578"
579,40.176497,-104.753992,2008-06-03,Swainsons Hawk,ACTIVE NEST,"579"
581,40.204284,-104.996855,2014-05-23,Red-tail Hawk,INACTIVE NEST,"581"
583,40.173976,-104.649694,2010-03-23,Red-tail Hawk,ACTIVE NEST,"583"
587,40.163857,-104.701504,2015-03-20,Red-tail Hawk,INACTIVE NEST,"587"
589,40.204444,-104.659728,2015-08-05,Red-tail Hawk,ACTIVE NEST,"589"
592,40.17407,-104.798651,2012-02-16,Red-tail Hawk,ACTIVE NEST,"592"
593,40.131319,-104.535197,2012-04-26,Swainsons Hawk,ACTIVE NEST,"593"
595,40.133256,-104.535601,2014-05-28,Red-tail Hawk,FLEDGED NEST,"595"
597,40.159136,-104.772457,2012-04-18,Swainsons Hawk,ACTIVE NEST,"597"
599,40.168574,-104.728329,2014-07-01,Swainsons Hawk,INACTIVE NEST,"599"
600,40.08913,-104.789991,2015-05-29,Swainsons Hawk,ACTIVE NEST,"600"
601,40.212003,-104.735018,2014-06-11,Swainsons Hawk,ACTIVE NEST,"601"
604,40.145299,-104.847265,2012-03-15,Red-tail Hawk,FLEDGED NEST,"604"
605,40.149313,-104.868506,2015-08-24,Red-tail Hawk,FLEDGED NEST,"605"
606,40.163148,-104.730683,2015-05-21,Swainsons Hawk,FLEDGED NEST,"606"
607,40.055123,-104.914582,2013-03-11,Swainsons Hawk,ACTIVE NEST,"607"
608,40.133214,-104.699581,2013-01-14,Red-tail Hawk,ACTIVE NEST,"608"
609,40.045669,-104.910625,2015-05-22,Swainsons Hawk,FLEDGED NEST,"609"
610,40.074548,-104.853894,2012-05-11,Swainsons Hawk,INACTIVE NEST,"610"
611,40.118906,-104.919397,2012-02-20,Swainsons Hawk,FLEDGED NEST,"611"
613,40.177265,-104.73071,2014-05-14,Red-tail Hawk,ACTIVE NEST,"613"
615,40.014783,-104.876709,2011-04-06,Swainsons Hawk,FLEDGED NEST,"615"
616,40.190203,-104.960839,2011-08-02,Swainsons Hawk,FLEDGED NEST,"616"
619,40.084241,-104.769835,2014-07-10,Swainsons Hawk,ACTIVE NEST,"619"
620,40.202507,-104.782831,2015-06-03,Swainsons Hawk,FLEDGED NEST,"620"
621,40.205151,-104.785368,2015-06-03,Swainsons Hawk,INACTIVE NEST,"621"
622,40.1675,-104.908421,2001-01-01,Red-tail Hawk,ACTIVE NEST,"622"
623,40.18339,-104.976463,2014-07-01,Swainsons Hawk,ACTIVE NEST,"623"
624,40.215434,-104.768225,2014-08-26,Swainsons Hawk,INACTIVE NEST,"624"
625,40.342442,-104.607387,2014-02-12,Red-tail Hawk,INACTIVE NEST,"625"
626,40.344629,-104.608208,2014-02-12,Red-tail Hawk,INACTIVE NEST,"626"
627,40.346952,-104.616202,2014-02-12,Swainsons Hawk,ACTIVE NEST,"627"
628,40.350712,-104.611594,2014-02-12,Swainsons Hawk,ACTIVE NEST,"628"
629,40.331013,-104.605259,2014-02-12,Red-tail Hawk,ACTIVE NEST,"629"
630,40.34153,-104.607302,2014-02-12,Red-tail Hawk,FLEDGED NEST,"630"
631,40.343787,-104.608239,2014-02-12,Red-tail Hawk,FLEDGED NEST,"631"
632,40.190041,-104.951165,2014-07-28,Red-tail Hawk,FLEDGED NEST,"632"
633,40.763038,-103.833793,2001-01-01,Swainsons Hawk,INACTIVE NEST,"633"
634,40.114726,-104.872927,2014-06-27,Red-tail Hawk,FLEDGED NEST,"634"
635,40.117916,-104.867303,2014-03-14,Swainsons Hawk,ACTIVE NEST,"635"
636,40.120936,-104.866081,2014-06-27,Red-tail Hawk,FLEDGED NEST,"636"
637,40.062555,-104.867218,2014-02-18,Red-tail Hawk,FLEDGED NEST,"637"
638,40.057893,-104.866191,2014-02-18,Red-tail Hawk,ACTIVE NEST,"638"
639,40.060584,-104.877656,2014-02-18,Swainsons Hawk,FLEDGED NEST,"639"
640,40.218902,-104.743998,2014-02-18,Red-tail Hawk,INACTIVE NEST,"640"
641,40.131299,-104.884866,2014-05-13,Red-tail Hawk,ACTIVE NEST,"641"
642,40.118858,-104.867296,2014-03-14,Red-tail Hawk,INACTIVE NEST,"642"
643,40.119125,-104.867317,2014-03-14,Swainsons Hawk,ACTIVE NEST,"643"
644,40.116925,-104.857001,2014-06-27,Swainsons Hawk,ACTIVE NEST,"644"
645,40.112774,-104.86176,2014-02-21,Red-tail Hawk,INACTIVE NEST,"645"
646,40.373552,-104.986001,2014-02-21,Red-tail Hawk,INACTIVE NEST,"646"
647,40.002918,-104.929847,2014-06-02,Red-tail Hawk,INACTIVE NEST,"647"
648,40.152741,-104.842546,2015-07-30,Swainsons Hawk,FLEDGED NEST,"648"
649,40.180393,-104.853128,2014-06-26,Swainsons Hawk,FLEDGED NEST,"649"
650,40.173905,-104.851228,2014-02-25,Red-tail Hawk,FLEDGED NEST,"650"
651,40.189085,-104.868416,2014-02-25,Red-tail Hawk,ACTIVE NEST,"651"
652,40.192006,-104.868079,2014-06-26,Red-tail Hawk,INACTIVE NEST,"652"
653,40.196504,-104.870773,2014-06-26,Red-tail Hawk,ACTIVE NEST,"653"
654,40.005176,-104.924061,2014-06-30,Red-tail Hawk,INACTIVE NEST,"654"
655,40.2437,-105.021106,2014-04-04,Swainsons Hawk,INACTIVE NEST,"655"
656,39.722176,-104.502404,2014-06-25,Red-tail Hawk,INACTIVE NEST,"656"
657,40.114875,-104.869256,2014-08-22,Swainsons Hawk,ACTIVE NEST,"657"
658,40.203626,-104.865479,2001-01-01,Swainsons Hawk,INACTIVE NEST,"658"
659,40.715299,-103.967722,2014-03-05,Red-tail Hawk,FLEDGED NEST,"659"
660,40.714279,-103.931881,2014-03-05,Red-tail Hawk,INACTIVE NEST,"660"
661,40.76687,-103.927997,2001-01-01,Swainsons Hawk,ACTIVE NEST,"661"
